""
""
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
BETATERAPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
CARDIOVERSÃƒO QUÃ�MICA DE ARRITMIA PAROXÃ�STA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
CATETERISMO VESICAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
CERUMEN - REMOÃ‡ÃƒO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
CRIOTERAPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
CURATIVOS EM GERAL COM OU SEM ANESTESIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
DILATAÃ‡ÃƒO URETRAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
DESSENSIBILIZAÃ‡ÃƒO DENTÃ�RIA,,,Seg. Odontológica,,,,,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
ESTIMULAÃ‡ÃƒO ELÃ‰TRICA TRANSCUTÃ‚NEA (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,24,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÃ�ASE OU VITILIGO,,,,Seg. Ambulatorial,,,REF,PAC,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
INSTILAÃ‡ÃƒO VESICAL OU URETRAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
LESÃ•ES MÃšSCULO TENDINOSAS - TRATAMENTO INCRUENTO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
PLANEJAMENTO TÃ‰CNICO DA IMUNOTERAPIA ALÃ‰RGENO INESPECÃ�FICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
PLANEJAMENTO TÃ‰CNICO DA IMUNOTERAPIA ALÃ‰RGENO-ESPECÃ�FICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
PRIAPISMO - TRATAMENTO NÃƒO CIRÃšRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
PULSOTERAPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
OXIGENOTERAPIA HIPERBÃ�RICA (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,HSO,REF,PAC,58,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
REDUÃ‡ÃƒO DE LUXAÃ‡ÃƒO DA ATM (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,96,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
REMINERALIZAÃ‡ÃƒO DENTÃ�RIA,,,Seg. Odontológica,,,,,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
SESSÃƒO DE ACUPUNTURA,,,,Seg. Ambulatorial,,,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
"TERAPIA AVANÃ‡ADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE
UTILIZAÃ‡ÃƒO)",571/2023,10/02/2023,,,HCO,HSO,REF,PAC,159,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
"TERAPIA PARA DOENÃ‡A DE FABRY CLÃ�SSICA (COM DIRETRIZ
DE UTILIZAÃ‡ÃƒO)","581/2023
599/2024","12/07/2023
05/03/2024",,Seg. Ambulatorial,HCO,HSO,REF,PAC,161,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
"TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ
DE UTILIZAÃ‡ÃƒO)",538/2022,22/10/2022,,,HCO,HSO,REF,PAC,153,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
"TERAPIA IMUNOBIOLÃ“GICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÃ‚NEA (COM DIRETRIZ DE
UTILIZAÃ‡ÃƒO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,65,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA IMUNOPROFILÃ�TICA PARA O VÃ�RUS SINCICIAL RESPIRATÃ“RIO (VSR) (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),"465/2021
624/2024","01/04/2021
03/02/2025",,Seg. Ambulatorial,HCO,HSO,REF,,124,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA INALATÃ“RIA (NEBULIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA INTRAVENOSA COM Ã�CIDO ZOLEDRÃ”NICO (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),592/2023,18/12/2023,,Seg. Ambulatorial,HCO,HSO,REF,PAC,163,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA MEDICAMENTOSA INJETÃ�VEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),546/2022,03/10/2022,,Seg. Ambulatorial,HCO,HSO,REF,,158,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA ONCOLÃ“GICA - PLANEJAMENTO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA ONCOLÃ“GICA COM APLICAÃ‡ÃƒO DE MEDICAMENTOS POR VIA INTRACAVITÃ�RIA OU INTRATECAL,,,,,HCO,HSO,REF,PAC,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA ONCOLÃ“GICA COM APLICAÃ‡ÃƒO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA ONCOLÃ“GICA MEDICAMENTOSA PEROPERATÃ“RIA,,,,,HCO,HSO,REF,PAC,,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
TERAPIA POR PRESSÃƒO NEGATIVA (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,148,TERAPÃŠUTICA,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
APÃŠNDICE PRÃ‰-AURICULAR - RESSECÃ‡ÃƒO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
APLICAÃ‡ÃƒO DE CONTRACEPTIVO HORMONAL INJETÃ�VEL (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),538/2022,22/10/2022,,Seg. Ambulatorial,,,REF,,154,PROCEDIMENTOS,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
IMPLANTE SUBDÃ‰RMICO HORMONAL PARA CONTRACEPÃ‡ÃƒO (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),619/2024,02/01/2025,,Seg. Ambulatorial,,,REF,,170,PROCEDIMENTOS,"PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES","PROCEDIMENTOS CLÃ�NICOS AMBULATORIAIS
E HOSPITALARES"
AUTONOMIZAÃ‡ÃƒO DE RETALHO,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE FACE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"BIÃ“PSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÃ‚NEO, LINFONODO SUPERFICIAL,
UNHA, ETC",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CAUTERIZAÃ‡ÃƒO QUÃ�MICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CORREÃ‡ÃƒO CIRÃšRGICA DE SEQUELAS DE ALOPECIA TRAUMÃ�TICA COM MICROENXERTOS PILOSOS,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"CORREÃ‡ÃƒO DE DEFORMIDADES POR EXÃ‰RESE DE TUMORES OU SEQÃœELAS DE TRAUMATISMOS COM O
EMPREGO DE EXPANSORES EM RETALHOS CUTÃ‚NEOS, MUSCULARES E/OU MIOCUTÃ‚NEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CRIOCIRURGIA (NITROGÃŠNIO LÃ�QUIDO) DE NEOPLASIAS CUTÃ‚NEAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"CURETAGEM, ELETROCOAGULAÃ‡ÃƒO E/OU DERMOABRASÃƒO DE LESÃ•ES DE PELE E MUCOSAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,HSO,REF,,18,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DESBRIDAMENTO CIRÃšRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENXERTO DE PELE MÃšLTIPLO,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
EXÃ‰RESE DE HIGROMA CÃ�STICO,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE LESÃƒO COM AUTO-ENXERTIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE LESÃƒO DE PELE E MUCOSAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE TUMOR DE PARTES MOLES,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE UNHA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE E SUTURA DE LESÃ•ES COM OU SEM ROTAÃ‡ÃƒO DE RETALHOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXPANSÃƒO TISSULAR,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃƒO E RETALHOS CUTÃ‚NEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÃ‰RESE E EMPREGO DE RETALHOS CUTÃ‚NEOS OU
MUSCULARES CRUZADOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÃ‰RESE E RETALHOS CUTÃ‚NEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÃ‰RESE E ROTAÃ‡ÃƒO DE RETALHO FASCIOCUTÃ‚NEO
OU AXIAL",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÃ‰RESE E ROTAÃ‡ÃƒO DE RETALHOS MIOCUTÃ‚NEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÃ‰RESE E ROTAÃ‡ÃƒO DE RETALHOS MUSCULARES",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÃ‰RESE E ENXERTO CUTÃ‚NEO",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"INCISÃƒO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃƒO E/OU PANARÃ�CIO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"INFILTRAÃ‡ÃƒO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MATRICECTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,51,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLÃ�STICA EM Z OU W,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
RECONSTRUÃ‡ÃƒO COM RETALHOS DE GÃ�LEA APONEURÃ“TICA,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"RETALHO CUTÃ‚NEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO)",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO SUBCUTÃ‚NEO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RETRAÃ‡ÃƒO CICATRICIAL DE ZONA DE FLEXÃƒO E EXTENSÃƒO DE MEMBROS SUPERIORES E INFERIORES,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÃ‚NEO,
MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
